Serial_No,order_id,customer_id,order_date,Month,Category,total_amount,status,region,payment_method,Revenue_Check(IF),Region_VLookup
303,97,252,2023-01-30,2023-01,East,"1,060.75",Completed,East,Apple Pay,Valid,East
304,477,7686,2023-01-30,2023-01,South,822.19,Completed,South,Debit Card,Valid,South
305,532,6516,2023-01-30,2023-01,Central,157.92,Completed,Central,PayPal,Valid,Central
306,1045,9819,2023-01-30,2023-01,Central,"1,968.52",Completed,Central,Credit Card,Valid,Central
307,1558,2628,2023-01-30,2023-01,West,305.06,Completed,West,Debit Card,Valid,West
308,1882,5617,2023-01-30,2023-01,Central,965.83,Completed,Central,PayPal,Valid,Central
309,2589,7253,2023-01-30,2023-01,Central,"1,326.08",Completed,Central,Apple Pay,Valid,Central
310,2844,5058,2023-01-30,2023-01,East,"1,413.84",Completed,East,Debit Card,Valid,East
311,3625,1775,2023-01-30,2023-01,West,"1,008.02",Completed,West,PayPal,Valid,West
312,3793,6238,2023-01-30,2023-01,Central,"3,255.80",Completed,Central,Credit Card,Valid,Central
313,4468,6345,2023-01-30,2023-01,South,"2,157.79",Completed,South,Credit Card,Valid,South
314,4948,9669,2023-01-30,2023-01,West,219.69,Completed,West,Credit Card,Valid,West
315,190,3493,2023-01-31,2023-01,East,428.94,Completed,East,PayPal,Valid,East
316,411,8963,2023-01-31,2023-01,South,"6,922.31",Completed,South,PayPal,Valid,South
317,470,5464,2023-01-31,2023-01,West,526.08,Returned,West,Apple Pay,Valid,West
318,883,4207,2023-01-31,2023-01,East,765.21,Completed,East,Apple Pay,Valid,East
319,960,7445,2023-01-31,2023-01,East,958.53,Completed,East,Debit Card,Valid,East
320,1470,577,2023-01-31,2023-01,North,"1,470.86",Completed,North,Credit Card,Valid,North
321,1692,9695,2023-01-31,2023-01,West,"1,354.25",Completed,West,Credit Card,Valid,West
322,2023,3517,2023-01-31,2023-01,North,193.80,Completed,North,Credit Card,Valid,North
323,2046,6648,2023-01-31,2023-01,South,"1,153.50",Completed,South,Apple Pay,Valid,South
324,2186,6970,2023-01-31,2023-01,Central,"1,834.55",Completed,Central,Credit Card,Valid,Central
325,2212,2795,2023-01-31,2023-01,North,579.60,Completed,North,PayPal,Valid,North
326,2788,1072,2023-01-31,2023-01,North,"1,354.61",Completed,North,PayPal,Valid,North
327,2795,604,2023-01-31,2023-01,East,"1,174.07",Completed,East,PayPal,Valid,East
328,3053,7784,2023-01-31,2023-01,South,359.28,Completed,South,Apple Pay,Valid,South
329,3125,3851,2023-01-31,2023-01,South,966.81,Completed,South,Apple Pay,Valid,South
330,3187,8768,2023-01-31,2023-01,Central,"4,101.28",Completed,Central,Debit Card,Valid,Central
331,3453,2798,2023-01-31,2023-01,Central,826.10,Completed,Central,PayPal,Valid,Central
332,3518,6443,2023-01-31,2023-01,Central,"1,524.03",Completed,Central,Debit Card,Valid,Central
333,3899,1913,2023-01-31,2023-01,East,714.26,Completed,East,Credit Card,Valid,East
334,3926,2533,2023-01-31,2023-01,East,"2,047.63",Completed,East,Credit Card,Valid,East
335,4171,643,2023-01-31,2023-01,East,"1,579.13",Completed,East,PayPal,Valid,East
336,4571,9968,2023-01-31,2023-01,West,224.96,Completed,West,Apple Pay,Valid,West
337,4916,3156,2023-01-31,2023-01,Central,986.42,Completed,Central,Credit Card,Valid,Central
338,4924,328,2023-01-31,2023-01,North,"4,160.26",Completed,North,PayPal,Valid,North
339,72,6920,2023-02-01,2023-02,Central,"1,619.76",Completed,Central,Debit Card,Valid,Central
340,96,3661,2023-02-01,2023-02,South,579.60,Completed,South,PayPal,Valid,South
341,232,9954,2023-02-01,2023-02,West,"4,988.50",Completed,West,Debit Card,Valid,West
342,423,3602,2023-02-01,2023-02,North,"2,435.31",Completed,North,Debit Card,Valid,North
343,722,5172,2023-02-01,2023-02,East,"1,239.30",Completed,East,PayPal,Valid,East
344,1652,4788,2023-02-01,2023-02,South,384.99,Completed,South,Apple Pay,Valid,South
345,2013,2679,2023-02-01,2023-02,Central,256.17,Completed,Central,Credit Card,Valid,Central
346,3627,6439,2023-02-01,2023-02,Central,30.63,Completed,Central,Debit Card,Valid,Central
347,4550,2957,2023-02-01,2023-02,Central,448.66,Completed,Central,Apple Pay,Valid,Central
348,710,6408,2023-02-02,2023-02,South,"6,018.69",Completed,South,Apple Pay,Valid,South
349,1120,7223,2023-02-02,2023-02,South,150.41,Completed,South,Apple Pay,Valid,South
350,2054,3517,2023-02-02,2023-02,North,159.92,Completed,North,Apple Pay,Valid,North
351,2102,8196,2023-02-02,2023-02,Central,780.20,Completed,Central,Apple Pay,Valid,Central
352,2568,5182,2023-02-02,2023-02,East,"1,112.00",Completed,East,Credit Card,Valid,East
353,3151,9548,2023-02-02,2023-02,East,"3,786.78",Completed,East,Debit Card,Valid,East
354,3367,1744,2023-02-02,2023-02,West,"2,053.64",Completed,West,Credit Card,Valid,West
355,3877,7968,2023-02-02,2023-02,North,890.50,Completed,North,Credit Card,Valid,North
356,4018,1975,2023-02-02,2023-02,South,628.59,Completed,South,Apple Pay,Valid,South
357,730,5094,2023-02-03,2023-02,East,546.87,Completed,East,Debit Card,Valid,East
358,1424,4451,2023-02-03,2023-02,North,"5,007.21",Completed,North,Credit Card,Valid,North
359,2016,2628,2023-02-03,2023-02,West,"1,705.71",Completed,West,Debit Card,Valid,West
360,2043,3617,2023-02-03,2023-02,North,"1,636.91",Completed,North,PayPal,Valid,North
361,2084,96,2023-02-03,2023-02,South,361.25,Completed,South,PayPal,Valid,South
362,2145,3529,2023-02-03,2023-02,West,"1,276.20",Completed,West,Apple Pay,Valid,West
363,2840,3926,2023-02-03,2023-02,East,112.54,Completed,East,Apple Pay,Valid,East
364,3666,8621,2023-02-03,2023-02,Central,"1,797.47",Completed,Central,Apple Pay,Valid,Central
365,4260,5630,2023-02-03,2023-02,East,914.09,Completed,East,Debit Card,Valid,East
366,4455,1079,2023-02-03,2023-02,South,260.15,Completed,South,Debit Card,Valid,South
367,4582,2702,2023-02-03,2023-02,North,230.74,Completed,North,PayPal,Valid,North
368,26,9799,2023-02-04,2023-02,Central,"1,417.10",Completed,Central,Apple Pay,Valid,Central
369,652,1664,2023-02-04,2023-02,East,"1,175.96",Completed,East,Credit Card,Valid,East
370,682,5540,2023-02-04,2023-02,South,485.49,Completed,South,Apple Pay,Valid,South
371,1270,3575,2023-02-04,2023-02,East,861.87,Completed,East,Apple Pay,Valid,East
372,1573,7040,2023-02-04,2023-02,West,349.51,Completed,West,Apple Pay,Valid,West
373,1628,1866,2023-02-04,2023-02,South,188.02,Completed,South,Debit Card,Valid,South
374,2372,7101,2023-02-04,2023-02,West,"2,346.61",Returned,West,Apple Pay,Valid,West
375,2404,8431,2023-02-04,2023-02,South,"2,176.23",Completed,South,Credit Card,Valid,South
376,2556,1064,2023-02-04,2023-02,Central,273.77,Completed,Central,Apple Pay,Valid,Central
377,2830,3672,2023-02-04,2023-02,South,844.42,Completed,South,Debit Card,Valid,South
378,3826,9174,2023-02-04,2023-02,South,"1,399.52",Completed,South,PayPal,Valid,South
379,4072,5852,2023-02-04,2023-02,West,"1,860.20",Completed,West,PayPal,Valid,West
380,42,326,2023-02-05,2023-02,East,447.12,Completed,East,PayPal,Valid,East
381,346,3498,2023-02-05,2023-02,East,152.53,Completed,East,PayPal,Valid,East
382,495,4367,2023-02-05,2023-02,West,"1,840.54",Completed,West,Debit Card,Valid,West
383,547,7021,2023-02-05,2023-02,West,501.18,Completed,West,Apple Pay,Valid,West
384,1004,8395,2023-02-05,2023-02,Central,951.46,Completed,Central,Apple Pay,Valid,Central
385,1268,7861,2023-02-05,2023-02,Central,401.39,Completed,Central,Debit Card,Valid,Central
386,1541,3797,2023-02-05,2023-02,South,"2,710.36",Completed,South,Credit Card,Valid,South
387,1713,9691,2023-02-05,2023-02,West,"3,820.04",Completed,West,PayPal,Valid,West
388,1868,3916,2023-02-05,2023-02,Central,"3,139.22",Completed,Central,PayPal,Valid,Central
389,2641,296,2023-02-05,2023-02,East,"1,473.31",Completed,East,Debit Card,Valid,East
390,2749,1176,2023-02-05,2023-02,Central,973.11,Completed,Central,Credit Card,Valid,Central
391,2767,1674,2023-02-05,2023-02,South,"1,786.98",Completed,South,PayPal,Valid,South
392,3619,263,2023-02-05,2023-02,North,852.42,Completed,North,Apple Pay,Valid,North
393,3699,2517,2023-02-05,2023-02,North,90.33,Completed,North,Credit Card,Valid,North
394,3732,9719,2023-02-05,2023-02,Unknown,"2,702.91",Completed,Unknown,PayPal,Valid,Unknown
395,3865,2431,2023-02-05,2023-02,North,"1,645.01",Completed,North,Debit Card,Valid,North
396,1217,5209,2023-02-06,2023-02,South,"2,863.77",Completed,South,PayPal,Valid,South
397,1281,8630,2023-02-06,2023-02,South,"1,513.62",Completed,South,Credit Card,Valid,South
398,1404,1000,2023-02-06,2023-02,North,"1,715.20",Completed,North,Apple Pay,Valid,North
399,1440,6761,2023-02-06,2023-02,West,"3,770.05",Completed,West,PayPal,Valid,West
400,1829,6284,2023-02-06,2023-02,West,"1,490.74",Completed,West,PayPal,Valid,West
401,1947,3510,2023-02-06,2023-02,West,442.69,Completed,West,Apple Pay,Valid,West
402,2048,8030,2023-02-06,2023-02,East,"4,910.67",Completed,East,Debit Card,Valid,East
403,2189,9531,2023-02-06,2023-02,South,"1,611.71",Completed,South,PayPal,Valid,South
404,2721,5897,2023-02-06,2023-02,West,254.46,Completed,West,Debit Card,Valid,West
405,3379,3714,2023-02-06,2023-02,South,284.73,Cancelled,South,Apple Pay,Valid,South
406,3413,2624,2023-02-06,2023-02,West,"4,760.78",Completed,West,Apple Pay,Valid,West
407,3479,4650,2023-02-06,2023-02,East,"3,189.55",Completed,East,Debit Card,Valid,East
408,3681,6334,2023-02-06,2023-02,East,517.60,Completed,East,PayPal,Valid,East
409,3968,9923,2023-02-06,2023-02,North,208.24,Completed,North,Credit Card,Valid,North
410,4386,4300,2023-02-06,2023-02,East,"2,369.38",Completed,East,Debit Card,Valid,East
411,444,4164,2023-02-07,2023-02,Central,"1,952.31",Completed,Central,Credit Card,Valid,Central
412,771,946,2023-02-07,2023-02,North,"1,394.28",Completed,North,PayPal,Valid,North
413,1263,4327,2023-02-07,2023-02,Central,649.61,Completed,Central,Apple Pay,Valid,Central
414,1964,9569,2023-02-07,2023-02,West,966.66,Completed,West,Debit Card,Valid,West
415,1978,4808,2023-02-07,2023-02,South,496.71,Completed,South,Credit Card,Valid,South
416,2050,6670,2023-02-07,2023-02,West,266.31,Completed,West,PayPal,Valid,West
417,2496,7079,2023-02-07,2023-02,Central,"2,265.46",Completed,Central,Apple Pay,Valid,Central
418,3412,44,2023-02-07,2023-02,Central,367.55,Completed,Central,Credit Card,Valid,Central
419,82,2269,2023-02-08,2023-02,West,447.91,Completed,West,Debit Card,Valid,West
420,348,7973,2023-02-08,2023-02,West,208.24,Completed,West,PayPal,Valid,West
421,441,2147,2023-02-08,2023-02,East,936.76,Completed,East,PayPal,Valid,East
422,459,8128,2023-02-08,2023-02,North,621.26,Cancelled,North,Apple Pay,Valid,North
423,1020,2518,2023-02-08,2023-02,South,992.54,Completed,South,Apple Pay,Valid,South
424,1182,8198,2023-02-08,2023-02,North,719.27,Completed,North,Credit Card,Valid,North
425,1415,9123,2023-02-08,2023-02,North,540.78,Completed,North,Credit Card,Valid,North
426,1834,7102,2023-02-08,2023-02,West,"1,095.62",Cancelled,West,Credit Card,Valid,West
427,2028,129,2023-02-08,2023-02,South,"1,885.77",Completed,South,Apple Pay,Valid,South
428,2207,3672,2023-02-08,2023-02,South,"2,198.51",Completed,South,Debit Card,Valid,South
429,2234,3405,2023-02-08,2023-02,North,"2,070.65",Completed,North,Apple Pay,Valid,North
430,2549,1538,2023-02-08,2023-02,West,55.64,Completed,West,Debit Card,Valid,West
431,3190,6046,2023-02-08,2023-02,Central,678.89,Completed,Central,Debit Card,Valid,Central
432,3251,6699,2023-02-08,2023-02,East,"2,171.17",Completed,East,Apple Pay,Valid,East
433,3324,4042,2023-02-08,2023-02,East,"1,432.69",Completed,East,Credit Card,Valid,East
434,4262,8213,2023-02-08,2023-02,West,485.49,Completed,West,Apple Pay,Valid,West
435,4809,9379,2023-02-08,2023-02,North,"1,431.35",Completed,North,PayPal,Valid,North
436,4918,5608,2023-02-08,2023-02,East,439.45,Completed,East,Apple Pay,Valid,East
437,91,5292,2023-02-09,2023-02,North,539.56,Completed,North,PayPal,Valid,North
438,1170,6062,2023-02-09,2023-02,West,"1,630.06",Cancelled,West,PayPal,Valid,West
439,1414,188,2023-02-09,2023-02,East,"1,071.23",Completed,East,Debit Card,Valid,East
440,2130,5310,2023-02-09,2023-02,North,"2,931.46",Completed,North,Apple Pay,Valid,North
441,2766,4431,2023-02-09,2023-02,West,"3,507.40",Completed,West,Apple Pay,Valid,West
442,3261,4492,2023-02-09,2023-02,East,"2,067.40",Completed,East,Debit Card,Valid,East
443,3664,8215,2023-02-09,2023-02,Central,182.78,Completed,Central,Apple Pay,Valid,Central
444,4051,5880,2023-02-09,2023-02,West,366.68,Cancelled,West,Credit Card,Valid,West
445,4101,2452,2023-02-09,2023-02,South,308.04,Returned,South,Credit Card,Valid,South
446,4307,5280,2023-02-09,2023-02,North,832.08,Completed,North,PayPal,Valid,North
447,4575,4211,2023-02-09,2023-02,North,"3,526.32",Completed,North,Apple Pay,Valid,North
448,534,2107,2023-02-10,2023-02,East,"1,012.48",Completed,East,Apple Pay,Valid,East
449,793,4470,2023-02-10,2023-02,West,"1,802.19",Completed,West,Credit Card,Valid,West
450,1102,9090,2023-02-10,2023-02,East,"1,093.42",Completed,East,Debit Card,Valid,East
451,1796,6881,2023-02-10,2023-02,North,406.33,Completed,North,PayPal,Valid,North
452,3318,3252,2023-02-10,2023-02,North,"3,188.65",Completed,North,Credit Card,Valid,North
453,3991,1312,2023-02-10,2023-02,Central,284.14,Completed,Central,PayPal,Valid,Central
454,4235,1090,2023-02-10,2023-02,Central,907.35,Completed,Central,Debit Card,Valid,Central
455,4621,9927,2023-02-10,2023-02,East,"1,932.00",Cancelled,East,Credit Card,Valid,East
456,4672,628,2023-02-10,2023-02,West,"3,604.38",Completed,West,Credit Card,Valid,West
457,4762,6916,2023-02-10,2023-02,West,"2,880.79",Completed,West,PayPal,Valid,West
458,717,1279,2023-02-11,2023-02,Unknown,367.55,Completed,Unknown,Credit Card,Valid,Unknown
459,1031,9281,2023-02-11,2023-02,Unknown,697.18,Completed,Unknown,Credit Card,Valid,Unknown
460,1137,7508,2023-02-11,2023-02,Central,628.59,Completed,Central,PayPal,Valid,Central
461,1249,5255,2023-02-11,2023-02,West,"2,599.64",Completed,West,PayPal,Valid,West
462,1686,6607,2023-02-11,2023-02,West,152.53,Completed,West,PayPal,Valid,West
463,1920,641,2023-02-11,2023-02,North,339.07,Completed,North,Apple Pay,Valid,North
464,1984,6825,2023-02-11,2023-02,Central,"2,359.11",Completed,Central,Apple Pay,Valid,Central
465,2435,2296,2023-02-11,2023-02,Central,"1,228.22",Completed,Central,Apple Pay,Valid,Central
466,2461,4109,2023-02-11,2023-02,East,821.00,Completed,East,Debit Card,Valid,East
467,2918,367,2023-02-11,2023-02,Central,"3,713.87",Completed,Central,Credit Card,Valid,Central
468,3040,2146,2023-02-11,2023-02,Central,528.07,Completed,Central,Credit Card,Valid,Central
469,3813,9989,2023-02-11,2023-02,North,980.16,Completed,North,Apple Pay,Valid,North
470,3894,5802,2023-02-11,2023-02,South,550.02,Completed,South,Debit Card,Valid,South
471,3956,3697,2023-02-11,2023-02,East,408.38,Completed,East,Debit Card,Valid,East
472,81,2163,2023-02-12,2023-02,East,428.64,Completed,East,Apple Pay,Valid,East
473,736,5783,2023-02-12,2023-02,North,759.97,Completed,North,PayPal,Valid,North
474,845,6045,2023-02-12,2023-02,East,"1,495.83",Completed,East,Debit Card,Valid,East
475,1245,4279,2023-02-12,2023-02,Central,"1,982.68",Completed,Central,PayPal,Valid,Central
476,1512,53,2023-02-12,2023-02,South,"1,391.58",Completed,South,Credit Card,Valid,South
477,1845,8678,2023-02-12,2023-02,West,872.40,Completed,West,Credit Card,Valid,West
478,1911,1897,2023-02-12,2023-02,North,"1,342.99",Completed,North,Debit Card,Valid,North
479,2551,6812,2023-02-12,2023-02,North,428.94,Completed,North,PayPal,Valid,North
480,3592,6567,2023-02-12,2023-02,Central,150.49,Completed,Central,Apple Pay,Valid,Central
481,4006,8277,2023-02-12,2023-02,Central,699.02,Completed,Central,Apple Pay,Valid,Central
482,4870,4050,2023-02-12,2023-02,East,"2,161.78",Completed,East,Apple Pay,Valid,East
483,189,3041,2023-02-13,2023-02,South,"1,629.76",Completed,South,Apple Pay,Valid,South
484,877,3032,2023-02-13,2023-02,West,961.31,Completed,West,Debit Card,Valid,West
485,942,373,2023-02-13,2023-02,North,"3,507.00",Completed,North,Apple Pay,Valid,North
486,1044,7102,2023-02-13,2023-02,West,445.88,Completed,West,Credit Card,Valid,West
487,1054,5684,2023-02-13,2023-02,North,"1,705.09",Completed,North,Apple Pay,Valid,North
488,1302,1248,2023-02-13,2023-02,North,"1,114.32",Completed,North,Credit Card,Valid,North
489,1966,9899,2023-02-13,2023-02,South,"2,343.25",Completed,South,Credit Card,Valid,South
490,2303,352,2023-02-13,2023-02,North,607.19,Completed,North,PayPal,Valid,North
491,2914,6143,2023-02-13,2023-02,West,"1,072.38",Completed,West,Credit Card,Valid,West
492,2992,1177,2023-02-13,2023-02,Central,"1,517.02",Completed,Central,Credit Card,Valid,Central
493,1788,7424,2023-02-14,2023-02,East,276.68,Completed,East,Credit Card,Valid,East
494,1842,8227,2023-02-14,2023-02,South,"2,837.73",Cancelled,South,Debit Card,Valid,South
495,2731,6199,2023-02-14,2023-02,East,"1,865.59",Completed,East,Apple Pay,Valid,East
496,3077,2133,2023-02-14,2023-02,South,"1,354.25",Completed,South,Debit Card,Valid,South
497,3634,1354,2023-02-14,2023-02,East,623.21,Completed,East,PayPal,Valid,East
498,4269,3079,2023-02-14,2023-02,South,447.46,Completed,South,PayPal,Valid,South
499,4509,8308,2023-02-14,2023-02,South,884.91,Completed,South,Debit Card,Valid,South
500,128,394,2023-02-15,2023-02,West,"1,802.19",Completed,West,Debit Card,Valid,West
501,188,3876,2023-02-15,2023-02,South,493.21,Completed,South,Debit Card,Valid,South
502,264,8478,2023-02-15,2023-02,East,"1,012.36",Completed,East,Apple Pay,Valid,East
503,1136,6872,2023-02-15,2023-02,North,"1,709.14",Completed,North,Apple Pay,Valid,North
504,1806,6483,2023-02-15,2023-02,West,96.07,Completed,West,PayPal,Valid,West
505,2368,6893,2023-02-15,2023-02,South,"1,443.59",Completed,South,PayPal,Valid,South
506,2933,7356,2023-02-15,2023-02,Central,520.20,Completed,Central,Apple Pay,Valid,Central
507,3306,9197,2023-02-15,2023-02,East,"2,662.19",Completed,East,Apple Pay,Valid,East
508,3827,628,2023-02-15,2023-02,West,929.72,Completed,West,Debit Card,Valid,West
509,3873,4014,2023-02-15,2023-02,West,435.69,Completed,West,Apple Pay,Valid,West
510,4408,5442,2023-02-15,2023-02,North,"1,051.31",Completed,North,PayPal,Valid,North
511,498,8173,2023-02-16,2023-02,Central,"1,724.30",Completed,Central,PayPal,Valid,Central
512,531,277,2023-02-16,2023-02,Central,897.32,Completed,Central,PayPal,Valid,Central
513,779,8463,2023-02-16,2023-02,North,471.55,Completed,North,PayPal,Valid,North
514,962,2724,2023-02-16,2023-02,East,"2,028.56",Completed,East,PayPal,Valid,East
515,1363,2977,2023-02-16,2023-02,West,967.34,Completed,West,Apple Pay,Valid,West
516,1375,2913,2023-02-16,2023-02,South,"1,802.19",Completed,South,Debit Card,Valid,South
517,2522,4021,2023-02-16,2023-02,West,470.36,Completed,West,PayPal,Valid,West
518,2972,5092,2023-02-16,2023-02,South,989.11,Completed,South,Apple Pay,Valid,South
519,3072,4014,2023-02-16,2023-02,West,766.48,Completed,West,Apple Pay,Valid,West
520,3695,1268,2023-02-16,2023-02,West,"1,883.98",Completed,West,Apple Pay,Valid,West
